sheet,variable,label,type,storage_dtype,unit,valid_values_or_range,n_nonmissing,n_missing,raw_or_derived,derivation_rule,source_variables,questionnaire_content,instrument
02_PersonWeeks,medication_use,"Medication used to relieve symptoms, in the original wording, distinguishing no need for medication, non-steroidal anti-inflammatory drugs, antivirals, antibiotics and inpatient treatment.",categorical,object,,"Ayaktan İzlem ve Tedavi: Nonsteroid Antiinflamatuar İlaç (örn. parasetamol; ibuprofen; aspirin vb.) (n=63); İlaç kullanma ihtiyacım olmadı (n=14); Ayaktan İzlem ve Tedavi: Nonsteroid Antiinflamatuar İlaç (örn. parasetamol; ibuprofen; aspirin vb.), Ayaktan İzlem ve Tedavi: Antiviral İlaçlar (örn. oseltamivir) (n=9); Ayaktan İzlem ve Tedavi: Antiviral İlaçlar (örn. oseltamivir) (n=5); Ayaktan İzlem ve Tedavi: Antibiyotik İlaçlar (n=2); Yatış Gerektiren İzlem ve Tedavi (n=2); Ayaktan İzlem ve Tedavi: Antiviral İlaçlar (örn. oseltamivir), Ayaktan İzlem ve Tedavi: Antibiyotik İlaçlar (n=1); Ayaktan İzlem ve Tedavi: Nonsteroid Antiinflamatuar İlaç (örn. parasetamol; ibuprofen; aspirin vb.), Ayaktan İzlem ve Tedavi: Antibiyotik İlaçlar (n=1)",97,4632,RAW,"Recorded answer or administrative field, carried unchanged.",,"the weekly reporting form asked whether medication was used to relieve symptoms, distinguishing no need for medication, non-steroidal anti-inflammatory drugs, antivirals, antibiotics, and inpatient treatment",weekly reporting form (Supplement S1)
02_PersonWeeks,symptom_duration_days,"Number of days the symptoms lasted, as reported for that week.",count,float64,days,1.0 to 21.0,97,4632,RAW,"Recorded answer or administrative field, carried unchanged.",,the weekly reporting form asked how many days the symptoms lasted,weekly reporting form (Supplement S1)
02_PersonWeeks,source_text,"Likely source of the symptoms, in the original wording, distinguishing a health-care-related source, a symptomatic household member, another source outside health care and the household, and not knowing.",categorical,object,,9 distinct values,97,4632,RAW,"Recorded answer or administrative field, carried unchanged.",,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
02_PersonWeeks,source_unknown,1 if the physician could not identify a likely source of the illness.,binary,float64,,0=83; 1=14,97,4632,DERIVED,"1 if the recorded source answer is the do-not-know option, 0 otherwise.",source_text,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
02_PersonWeeks,source_household,1 if the likely source was contact with a symptomatic household member.,binary,float64,,0=58; 1=39,97,4632,DERIVED,"1 if the recorded source answer is the household-contact option, 0 otherwise.",source_text,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
02_PersonWeeks,source_healthcare,1 if the likely source was health-care related.,binary,float64,,0=70; 1=27,97,4632,DERIVED,"1 if the recorded source answer is the health-care-related option, 0 otherwise.",source_text,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
02_PersonWeeks,source_social,1 if the likely source was contact outside health care and outside the household.,binary,float64,,0=69; 1=28,97,4632,DERIVED,"1 if the recorded source answer is the other-outside-source option, 0 otherwise.",source_text,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
02_PersonWeeks,diagnostic_test,"Whether the physician was tested for the causative agent and with what result, in the original wording, covering no test, a planned test, and polymerase-chain-reaction or rapid tests with influenza-positive, SARS-CoV-2-positive, dual-positive or negative results.",categorical,object,,TEST YAPTIRMADIM (n=91); PCR Yaptırdım: Sonuç NEGATİF (n=2); HIZLI TEST YAPTIRDIM: İnfluenza Pozitif (n=2); Hızlı Test Yaptırdım: Sonuç NEGATİF (n=1); Henüz yaptırmadım; ancak kısa süre içinde test yaptırmayı planlıyorum (n=1),97,4632,RAW,"Recorded answer or administrative field, carried unchanged.",,"the weekly reporting form asked whether the physician was tested for the causative agent, distinguishing no test, a planned test, and polymerase-chain-reaction or rapid tests with influenza-positive, SARS-CoV-2-positive, dual-positive or negative results",weekly reporting form (Supplement S1)
02_PersonWeeks,vax_week_idx,"Season week index, 1 to 33, in which the vaccine was given; empty for unvaccinated physicians.",count,float64,week number,1.0 to 16.0,1874,2855,DERIVED,The recorded ISO vaccination week converted to the season week index.,vax_iso_week,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,vax_protected,"1 from two weeks after the vaccination week onward, marking person-weeks in which vaccine protection is assumed to be established; weeks between vaccination and that point count as unprotected.",binary,int64,,0=3116; 1=1613,4729,0,DERIVED,"1 if the physician is vaccinated and the season week index is at least two greater than the vaccination week index, 0 otherwise.","vax, week_idx, vax_week_idx","the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,reg_week,ISO year and week in which the physician completed registration.,categorical,object,,26 distinct values,4729,0,RAW,ISO week label of the registration submission.,,,
02_PersonWeeks,birth_year,Year of birth as a four-digit number.,count,int64,calendar year,1953.0 to 2000.0,4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
02_PersonWeeks,age,Physician age in completed years.,count,int64,years,25.0 to 72.0,4729,0,DERIVED,Season reference year minus the reported year of birth.,birth_year,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
02_PersonWeeks,age_band,"Age in four bands: under 35, 35-44, 45-54, and 55 or older.",categorical,object,,<35 (n=1815); 35-44 (n=1485); 55+ (n=818); 45-54 (n=611),4729,0,DERIVED,Age in years grouped into the four bands shown.,age,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
02_PersonWeeks,age10,"Physician age expressed in units of ten years, so a one-unit change is ten years.",continuous,float64,10-year units,2.5 to 7.2,4729,0,DERIVED,Age in years divided by ten.,age,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
02_PersonWeeks,sex,"Biological sex as recorded, in the original wording.",categorical,object,,Kadın (n=2939); Erkek (n=1790),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the physician's biological sex, with the options female and male",registration questionnaire (Supplement S1)
02_PersonWeeks,female,"1 if the physician is female, 0 if male.",binary,int64,,0=1790; 1=2939,4729,0,DERIVED,"1 if the recorded sex is the female option, 0 otherwise.",sex,"the registration questionnaire asked the physician's biological sex, with the options female and male",registration questionnaire (Supplement S1)
02_PersonWeeks,province_code,Two-digit provincial licence-plate number of the institution where the physician works.,count,int64,province number,2.0 to 81.0,4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked for the province of the institution where the physician works, entered as the two-digit provincial licence-plate number",registration questionnaire (Supplement S1)
02_PersonWeeks,institution_type,"Type of institution or unit where the physician works, in the original wording.",categorical,object,,Üniversite (Kamu ya da Vakıf) - Hastane (n=2246); Sağlık Bakanlığı: Merkez - İl Sağlık Müdürlüğü - İlçe Sağlık Müdürlüğü - 112 Komuta Kontrol Birimi (n=1230); Sağlık Bakanlığı - Hastane (n=846); Sağlık Bakanlığı: Aile Sağlığı Merkezi (n=244); Özel Hastane / Klinik (n=163),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked which institution or unit the physician works in, offering a Ministry of Health central, provincial or district health directorate or emergency command-control unit; a Ministry of Health family health centre; a Ministry of Health hospital; a public or foundation university hospital; and a private hospital or clinic",registration questionnaire (Supplement S1)
02_PersonWeeks,job_title,"Current job title, in the original wording.",categorical,object,,Akademik ünvanı olan hekim (n=1791); Uzman hekim / Yan dal uzmanı hekim (n=1714); Araştırma görevlisi (ana dal veya yan dal) hekim (n=806); Pratisyen hekim (n=418),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the physician's current job title, offering general practitioner, resident physician in a main or subspecialty programme, specialist or subspecialty specialist physician, and physician holding an academic title",registration questionnaire (Supplement S1)
02_PersonWeeks,sees_patients,"Participation in patient examination, in the original wording: face-to-face examination, or a non-clinical or consultant role with no direct patient contact.",categorical,object,,Primer (yüz yüze) hasta muayene etmeyen - Klinik olmayan alan veya Konsültan (hasta ile doğrudan temas yok) (n=2941); Primer (yüz yüze) hasta muayene eden hekim (n=1788),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether the physician performs primary face-to-face patient examination, the alternative being a non-clinical or consultant role with no direct patient contact",registration questionnaire (Supplement S1)
02_PersonWeeks,sees_pat,"1 if the physician performs primary face-to-face patient examination, 0 if they work without direct patient contact.",binary,int64,,0=2941; 1=1788,4729,0,DERIVED,1 if the recorded answer is the face-to-face examination option.,sees_patients,"the registration questionnaire asked whether the physician performs primary face-to-face patient examination, the alternative being a non-clinical or consultant role with no direct patient contact",registration questionnaire (Supplement S1)
02_PersonWeeks,high_risk_unit_flag,1 if the physician names any of the listed high-transmission-risk units rather than none.,binary,float64,,0=606; 1=1182,1788,2941,DERIVED,1 if the recorded unit is any listed unit other than the none option; undefined for physicians who see no patients.,high_risk_unit,"the registration questionnaire asked patient-facing physicians whether they work in a unit carrying a high transmission risk, listing the emergency department, infectious diseases and clinical microbiology, chest diseases, anaesthesiology and reanimation or intensive care, otorhinolaryngology, paediatrics, family medicine, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,hru,1 if the physician names any of the listed high-transmission-risk units rather than none; a duplicate of the high-risk-unit indicator carried for convenience.,binary,float64,,0=606; 1=1182,1788,2941,DERIVED,Identical to high_risk_unit_flag.,high_risk_unit_flag,"the registration questionnaire asked patient-facing physicians whether they work in a unit carrying a high transmission risk, listing the emergency department, infectious diseases and clinical microbiology, chest diseases, anaesthesiology and reanimation or intensive care, otorhinolaryngology, paediatrics, family medicine, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,high_risk_unit,"Named clinical unit carrying a high transmission risk, or none of the listed units.",categorical,object,,Hiçbiri (n=606); Aile Hekimliği (n=340); Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji (n=313); Pediatri (n=307); Acil Servis (n=95); Anestezi ve Reanimasyon / Yoğun Bakım (n=72); Göğüs Hastalıkları (n=55),1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians whether they work in a unit carrying a high transmission risk, listing the emergency department, infectious diseases and clinical microbiology, chest diseases, anaesthesiology and reanimation or intensive care, otorhinolaryngology, paediatrics, family medicine, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,primary_patient_group,"Patient group making up more than eighty per cent of the physician's patients: children, adults, people aged 65 and over, or immunosuppressed patients. Defined only for physicians who examine patients face to face.",categorical,object,,Erişkin (n=1318); Çocuk (n=395); 65 yaş ve üzeri (n=66); İmmünsüprese (n=9),1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians which patient group makes up more than eighty per cent of their patients, offering children, adults, people aged sixty-five and over, and immunosuppressed patients",registration questionnaire (Supplement S1)
02_PersonWeeks,patients_per_day,"Number of patients primarily examined per day, averaged over the preceding three months.",count,float64,patients per day,1.0 to 100.0,1766,2963,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many patients they primarily examine per day, averaged over the preceding three months",registration questionnaire (Supplement S1)
02_PersonWeeks,pat_per_day,"Number of patients primarily examined per day, averaged over the preceding three months.",count,float64,patients per day,1.0 to 100.0,1766,2963,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many patients they primarily examine per day, averaged over the preceding three months",registration questionnaire (Supplement S1)
02_PersonWeeks,aerosol_procedure_pct,"Share of examinations involving aerosol-generating procedures, in four ordered bands, in the original wording.",categorical,object,percent band,Hiç gerçekleştirmiyor (n=1199); %10'dan az (n=418); %20'den fazla (n=105); %10-20 (n=66),1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians in what share of their examinations aerosol-generating procedures such as intubation, bronchoscopy or respiratory sampling occur, in four ordered bands from never through less than a tenth and a tenth to a fifth to more than a fifth",registration questionnaire (Supplement S1)
02_PersonWeeks,aerosol_ord,"Aerosol-generating-procedure share on a 0-3 ordinal scale: 0 never, 1 less than a tenth of examinations, 2 a tenth to a fifth, 3 more than a fifth.",ordinal,float64,,0=1199; 1=418; 2=66; 3=105,1788,2941,DERIVED,The four ordered response bands numbered 0 to 3 in the order in which they were offered.,aerosol_procedure_pct,"the registration questionnaire asked patient-facing physicians in what share of their examinations aerosol-generating procedures such as intubation, bronchoscopy or respiratory sampling occur, in four ordered bands from never through less than a tenth and a tenth to a fifth to more than a fifth",registration questionnaire (Supplement S1)
02_PersonWeeks,monthly_oncall_shifts,"Number of on-call shifts per month for which the physician is primarily responsible, averaged over the preceding three months.",count,float64,shifts per month,0.0 to 9.0,1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many on-call shifts per month they are primarily responsible for, averaged over the preceding three months",registration questionnaire (Supplement S1)
02_PersonWeeks,oncall_n,Number of on-call shifts per month for which the physician is primarily responsible.,count,float64,shifts per month,0.0 to 9.0,1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many on-call shifts per month they are primarily responsible for, averaged over the preceding three months",registration questionnaire (Supplement S1)
02_PersonWeeks,oncall_any,1 if the physician works at least one on-call shift per month.,binary,int64,,0=4374; 1=355,4729,0,DERIVED,"1 if the reported monthly on-call shift count is one or more, 0 if zero or not applicable.",monthly_oncall_shifts,"the registration questionnaire asked patient-facing physicians how many on-call shifts per month they are primarily responsible for, averaged over the preceding three months",registration questionnaire (Supplement S1)
02_PersonWeeks,mask_use,"Mask use while examining patients face to face over the preceding month, in the original wording.",categorical,object,,Hayır (n=1267); Evet (n=521),1788,2941,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians whether, over the preceding month, they wear a mask while examining patients face to face",registration questionnaire (Supplement S1)
02_PersonWeeks,mask,1 if the physician wears a mask while examining patients face to face; undefined for physicians who see no patients.,binary,float64,,0=1267; 1=521,1788,2941,DERIVED,"1 if the recorded answer is yes, 0 if no.",mask_use,"the registration questionnaire asked patient-facing physicians whether, over the preceding month, they wear a mask while examining patients face to face",registration questionnaire (Supplement S1)
02_PersonWeeks,household_size,"Number of people living in the household, including the physician; the top category is six or more.",ordinal,int64,people,1=937; 2=1513; 3=1326; 4=819; 5=110; 6=24,4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many people live in the physician's household including themselves, from living alone through six or more",registration questionnaire (Supplement S1)
02_PersonWeeks,hh,"Number of people living in the household, including the physician; the top category is six or more.",ordinal,int64,people,1=937; 2=1513; 3=1326; 4=819; 5=110; 6=24,4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many people live in the physician's household including themselves, from living alone through six or more",registration questionnaire (Supplement S1)
02_PersonWeeks,own_complication_risk_n,Number of the physician's own conditions carrying a high risk of influenza complications.,ordinal,float64,conditions,0=3612; 1=722; 2=270; 3=64,4668,61,DERIVED,"Count of distinct condition groups marked, with the none option counting as zero.",komorbidite,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,comp_risk,Number of the physician's own conditions carrying a high risk of influenza complications.,ordinal,float64,conditions,0=3612; 1=722; 2=270; 3=64,4668,61,DERIVED,"Count of distinct condition groups marked, with the none option counting as zero.",komorbidite,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,comp_risk_any,1 if the physician reports at least one condition carrying a high risk of influenza complications; physicians who declined to answer are placed in the 0 category.,binary,int64,,0=3673; 1=1056,4729,0,DERIVED,"1 if the condition count is one or more, 0 otherwise, including the declined-to-answer response.",own_complication_risk_n,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,household_complication_risk,"Whether a household member carries a high risk of influenza complications, coded 1 for yes and 2 for no; missing for physicians who live alone or who chose not to answer.",ordinal,float64,,1=1345; 2=2505,3850,879,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether one or more household members carry a high risk of influenza or COVID-19 complications, with the options yes, no, I live alone, and I prefer not to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,household_school_children,Number of children in the household attending an educational institution.,ordinal,float64,children,0=1931; 1=1352; 2=520; 3=46; 4=1,3850,879,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many children in the household attend an educational institution, from nursery and kindergarten through primary, middle and high school to university",registration questionnaire (Supplement S1)
02_PersonWeeks,school_kids,Number of children in the household attending an educational institution.,ordinal,float64,children,0=1931; 1=1352; 2=520; 3=46; 4=1,3850,879,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many children in the household attend an educational institution, from nursery and kindergarten through primary, middle and high school to university",registration questionnaire (Supplement S1)
02_PersonWeeks,school_kids_any,"1 if at least one school-attending child lives in the household. Physicians who live alone are set to 0, since a one-person household cannot contain such a child.",binary,int64,,0=2810; 1=1919,4729,0,DERIVED,"1 if the reported number of school-attending children is one or more; 0 if zero, and 0 for physicians reporting a household size of one with no count recorded.","household_school_children, household_size","the registration questionnaire asked how many children in the household attend an educational institution, from nursery and kindergarten through primary, middle and high school to university",registration questionnaire (Supplement S1)
02_PersonWeeks,tobacco_use,"Tobacco-product use, in the original wording, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry.",categorical,object,,18 distinct values,4710,19,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked which statement about tobacco-product use applies, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry",registration questionnaire (Supplement S1)
02_PersonWeeks,tobacco_status,"Tobacco use in four categories: never, former, occasional, daily.",categorical,object,,never (n=3127); former (n=725); occasional (n=503); daily (n=354); unknown (n=20),4729,0,DERIVED,"The recorded tobacco answer mapped to never, former, occasional or daily; an open pack-year entry is treated as daily use.",tobacco_use,"the registration questionnaire asked which statement about tobacco-product use applies, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry",registration questionnaire (Supplement S1)
02_PersonWeeks,smoker_current,"1 if the physician currently uses tobacco, whether occasionally or daily.",binary,int64,,0=3872; 1=857,4729,0,DERIVED,"1 if tobacco status is occasional or daily, 0 if never or former.",tobacco_status,"the registration questionnaire asked which statement about tobacco-product use applies, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry",registration questionnaire (Supplement S1)
02_PersonWeeks,smoker_regular,1 if the physician uses tobacco daily.,binary,int64,,0=4375; 1=354,4729,0,DERIVED,"1 if tobacco status is daily, 0 otherwise.",tobacco_status,"the registration questionnaire asked which statement about tobacco-product use applies, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry",registration questionnaire (Supplement S1)
02_PersonWeeks,public_transport_time,"Average time spent in public transport per day, in ordered bands, in the original wording.",categorical,object,minutes per day,Genellikle toplu taşıma kullanmıyorum (n=3551); 31-90 dakika (n=454); 0-30 dakika (n=413); 90 dakikadan fazla (n=268); 31-60 dakika (n=31); 61-90 dakika (n=12),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the average time spent in public transport per day, from generally not using public transport through bands up to more than ninety minutes",registration questionnaire (Supplement S1)
02_PersonWeeks,pub_transport_user,1 if the physician uses public transport at all.,binary,int64,,0=3551; 1=1178,4729,0,DERIVED,1 if the recorded band is anything other than does not generally use public transport.,public_transport_time,"the registration questionnaire asked the average time spent in public transport per day, from generally not using public transport through bands up to more than ninety minutes",registration questionnaire (Supplement S1)
02_PersonWeeks,pub_transport_ord,"Daily public-transport time on a 0-3 ordinal scale: 0 does not generally use public transport, 1 up to thirty minutes, 2 thirty-one to ninety minutes, 3 more than ninety minutes.",ordinal,int64,,0=3551; 1=413; 2=485; 3=280,4729,0,DERIVED,"The ordered bands numbered 0 to 3, with the thirty-one to sixty and sixty-one to ninety minute bands combined into a single thirty-one to ninety minute band.",public_transport_time,"the registration questionnaire asked the average time spent in public transport per day, from generally not using public transport through bands up to more than ninety minutes",registration questionnaire (Supplement S1)
02_PersonWeeks,respiratory_allergy,"Allergy causing respiratory symptoms, in the original wording.",categorical,object,,Hayır (n=2960); Evet (n=1754),4714,15,RAW,"Recorded answer or administrative field, carried unchanged.",,the registration questionnaire asked whether the physician has an allergy causing respiratory symptoms,registration questionnaire (Supplement S1)
02_PersonWeeks,allergy,1 if the physician reports an allergy causing respiratory symptoms.,binary,int64,,0=2975; 1=1754,4729,0,DERIVED,"1 if the recorded answer is yes, 0 if no.",respiratory_allergy,the registration questionnaire asked whether the physician has an allergy causing respiratory symptoms,registration questionnaire (Supplement S1)
02_PersonWeeks,ili_freq_per_year,"Self-reported number of influenza-like illnesses per year, in five ordered bands, in the original wording.",categorical,object,,Yılda 1-2 defa (n=2991); Yılda 3-4 defa (n=1416); Hiç (n=138); Yılda 5-6 defa (n=121); Yılda 6'dan fazla defa (n=63),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how often per year the physician has an influenza-like illness, in five ordered bands: never, once or twice, three or four times, five or six times, and more than six times a year",registration questionnaire (Supplement S1)
02_PersonWeeks,ili_freq_ord,Self-reported influenza-like-illness frequency on a 0-4 ordinal scale following the five response bands.,ordinal,int64,,0=138; 1=2991; 2=1416; 3=121; 4=63,4729,0,DERIVED,The five ordered response bands numbered 0 to 4 in the order in which they were offered.,ili_freq_per_year,"the registration questionnaire asked how often per year the physician has an influenza-like illness, in five ordered bands: never, once or twice, three or four times, five or six times, and more than six times a year",registration questionnaire (Supplement S1)
02_PersonWeeks,ili_freq_high,1 if the physician reports three or more influenza-like illnesses per year.,binary,int64,,0=3129; 1=1600,4729,0,DERIVED,"1 if the ordinal frequency level is two or above, 0 otherwise.",ili_freq_ord,"the registration questionnaire asked how often per year the physician has an influenza-like illness, in five ordered bands: never, once or twice, three or four times, five or six times, and more than six times a year",registration questionnaire (Supplement S1)
02_PersonWeeks,ili_healthcare_visit_2024_25,"Presentation to a health-care facility for an influenza-like illness during the preceding season, in the original wording, distinguishing no such illness, self-managed treatment, an outpatient visit, an emergency-department visit and an inpatient episode.",categorical,object,,Kendi tedavimi düzenledim; geçtiğimiz yıl bir sağlık kuruluşuna başvurmadım. (n=2852); Bir meslektaşımın elektif görüşü için geçtiğimiz yıl  acil polikliniği hariç bir sağlık kuruluşuna en az 1 kere ayaktan başvurdum. (n=874); Tedavi ihtiyacı gerektirecek grip benzeri bir hastalık geçirmedim. (n=755); Acil polikliniğe en az 1 kere başvurdum ve yatış gerektiren tedavi gerekmedi. (n=241); En az 1 kere yatış gerektiren tedavi aldım. (n=7),4729,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether the physician presented to a health-care facility for an influenza-like illness during the preceding season, distinguishing no such illness, self-managed treatment without presenting, at least one outpatient visit, at least one emergency-department visit without admission, and at least one inpatient episode",registration questionnaire (Supplement S1)
02_PersonWeeks,prev_season_vaccine,1 if the physician received an influenza vaccine in the preceding season.,binary,int64,,0=2890; 1=1839,4729,0,DERIVED,"1 if either vaccinated option is recorded, 0 if the not-vaccinated option is recorded.",preceding-season vaccination answer,"the registration questionnaire asked whether the physician received an influenza vaccine in the preceding season, distinguishing no vaccination, vaccination with a vaccine supplied by the institution, and vaccination with a vaccine obtained from a pharmacy",registration questionnaire (Supplement S1)
02_PersonWeeks,prev_vax,1 if the physician received an influenza vaccine in the preceding season.,binary,int64,,0=2890; 1=1839,4729,0,DERIVED,"1 if either vaccinated option is recorded, 0 if the not-vaccinated option is recorded.",preceding-season vaccination answer,"the registration questionnaire asked whether the physician received an influenza vaccine in the preceding season, distinguishing no vaccination, vaccination with a vaccine supplied by the institution, and vaccination with a vaccine obtained from a pharmacy",registration questionnaire (Supplement S1)
02_PersonWeeks,vaccine_this_season,1 if the physician received an influenza vaccine in the current season.,binary,float64,,0=2843; 1=1874,4717,12,DERIVED,"1 if a vaccination week is recorded at registration or in any weekly report, 0 if the not-vaccinated option is recorded.",current-season vaccination answer,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,vax,1 if the physician received an influenza vaccine in the current season.,binary,int64,,0=2855; 1=1874,4729,0,DERIVED,"1 if a vaccination week is recorded at registration or in any weekly report, 0 if the not-vaccinated option is recorded.",current-season vaccination answer,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,vaccine_week,ISO week number in which the vaccine was given; empty for unvaccinated physicians.,count,float64,ISO week number,1.0 to 52.0,1874,2855,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,vax_iso_week,ISO week number in which the vaccine was given; empty for unvaccinated physicians.,count,float64,ISO week number,1.0 to 52.0,1874,2855,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
02_PersonWeeks,physical_activity_ok,"Whether the physician meets the weekly aerobic physical-activity threshold, in the original wording.",categorical,object,,Hayır (n=2383); Evet (n=2324),4707,22,RAW,"Recorded answer or administrative field, carried unchanged.",,the registration questionnaire asked whether the physician performs at least one hundred and fifty minutes of moderate-intensity or seventy-five minutes of vigorous-intensity aerobic physical activity per week,registration questionnaire (Supplement S1)
02_PersonWeeks,active,1 if the physician meets the weekly aerobic physical-activity threshold. This is the physical-activity answer and carries no information about participation in surveillance.,binary,int64,,0=2405; 1=2324,4729,0,DERIVED,"1 if the recorded answer is yes, 0 if no.",physical_activity_ok,the registration questionnaire asked whether the physician performs at least one hundred and fifty minutes of moderate-intensity or seventy-five minutes of vigorous-intensity aerobic physical activity per week,registration questionnaire (Supplement S1)
02_PersonWeeks,contact_children_10plus,1 if the physician has daily close contact with more than ten children or adolescents outside the household and outside health care.,binary,float64,,0=4392; 1=241,4633,96,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
